transaction_id,user_id,amount,location,device,timestamp
474,166,70238,Bangalore,Tablet,2024-01-10 20:30:00
475,83,7647,Mumbai,Tablet,2024-01-10 21:00:00
476,136,47143,Mumbai,Laptop,2024-01-10 21:30:00
477,109,37276,Mumbai,Mobile,2024-01-10 22:00:00
478,65,72177,New York,Mobile,2024-01-10 22:30:00
479,86,77412,Mumbai,Mobile,2024-01-10 23:00:00
480,145,26467,London,Laptop,2024-01-10 23:30:00
481,71,18743,Delhi,Laptop,2024-01-11 00:00:00
482,45,79724,New York,Tablet,2024-01-11 00:30:00
483,132,53211,Mumbai,Tablet,2024-01-11 01:00:00
484,36,2219,Delhi,Mobile,2024-01-11 01:30:00
485,70,22102,Bangalore,Laptop,2024-01-11 02:00:00
486,159,71899,Mumbai,Laptop,2024-01-11 02:30:00
487,19,73901,Delhi,Mobile,2024-01-11 03:00:00
488,189,8086,London,Mobile,2024-01-11 03:30:00
489,108,31828,Bangalore,Tablet,2024-01-11 04:00:00
490,182,27784,London,Tablet,2024-01-11 04:30:00
491,167,23223,Delhi,Tablet,2024-01-11 05:00:00
492,91,30453,London,Mobile,2024-01-11 05:30:00
493,90,66371,Delhi,Mobile,2024-01-11 06:00:00
494,19,71725,Delhi,Tablet,2024-01-11 06:30:00
495,39,6394,London,Tablet,2024-01-11 07:00:00
496,126,18850,Delhi,Laptop,2024-01-11 07:30:00
497,195,25422,Mumbai,Laptop,2024-01-11 08:00:00
498,173,61566,Delhi,Tablet,2024-01-11 08:30:00
499,141,20588,New York,Tablet,2024-01-11 09:00:00
500,126,63968,Delhi,Laptop,2024-01-11 09:30:00
501,58,15023,New York,Tablet,2024-01-11 10:00:00
502,148,71205,Delhi,Laptop,2024-01-11 10:30:00
503,200,59550,Delhi,Laptop,2024-01-11 11:00:00
504,61,36625,London,Laptop,2024-01-11 11:30:00
505,127,42311,Mumbai,Mobile,2024-01-11 12:00:00
506,105,27766,Mumbai,Mobile,2024-01-11 12:30:00
507,167,3286,Bangalore,Tablet,2024-01-11 13:00:00
508,1,15898,London,Laptop,2024-01-11 13:30:00
509,131,2402,London,Mobile,2024-01-11 14:00:00
510,92,1982,Mumbai,Tablet,2024-01-11 14:30:00
511,190,76499,London,Tablet,2024-01-11 15:00:00
512,191,8606,Mumbai,Tablet,2024-01-11 15:30:00
513,113,5548,London,Tablet,2024-01-11 16:00:00
514,153,76168,Delhi,Tablet,2024-01-11 16:30:00
515,56,50148,Mumbai,Laptop,2024-01-11 17:00:00
516,161,64436,Mumbai,Tablet,2024-01-11 17:30:00
517,166,9619,New York,Laptop,2024-01-11 18:00:00
518,117,56932,London,Mobile,2024-01-11 18:30:00
519,134,70443,London,Tablet,2024-01-11 19:00:00
520,58,390,Mumbai,Mobile,2024-01-11 19:30:00
521,44,43999,Delhi,Laptop,2024-01-11 20:00:00
522,173,62493,Delhi,Laptop,2024-01-11 20:30:00
523,160,74077,Delhi,Mobile,2024-01-11 21:00:00
524,173,188,London,Tablet,2024-01-11 21:30:00
525,61,408,New York,Tablet,2024-01-11 22:00:00
526,47,75300,Mumbai,Mobile,2024-01-11 22:30:00
527,149,30704,Bangalore,Mobile,2024-01-11 23:00:00
528,80,25929,New York,Mobile,2024-01-11 23:30:00
529,118,55828,Bangalore,Tablet,2024-01-12 00:00:00
530,164,37822,New York,Tablet,2024-01-12 00:30:00
531,147,58528,Delhi,Tablet,2024-01-12 01:00:00
532,20,64403,London,Mobile,2024-01-12 01:30:00
533,185,26812,Bangalore,Tablet,2024-01-12 02:00:00
534,146,13333,New York,Laptop,2024-01-12 02:30:00
535,47,63972,London,Mobile,2024-01-12 03:00:00
536,49,39470,Bangalore,Tablet,2024-01-12 03:30:00
537,14,55618,Mumbai,Mobile,2024-01-12 04:00:00
538,143,20269,New York,Laptop,2024-01-12 04:30:00
539,159,57219,Mumbai,Laptop,2024-01-12 05:00:00
540,1,75015,Delhi,Mobile,2024-01-12 05:30:00
541,117,46890,Mumbai,Mobile,2024-01-12 06:00:00
542,54,44745,Mumbai,Laptop,2024-01-12 06:30:00
543,118,78038,New York,Mobile,2024-01-12 07:00:00
544,3,58392,Delhi,Laptop,2024-01-12 07:30:00
545,144,19001,Mumbai,Laptop,2024-01-12 08:00:00
546,185,1357,London,Tablet,2024-01-12 08:30:00
547,12,35478,Bangalore,Mobile,2024-01-12 09:00:00
548,74,75824,Mumbai,Mobile,2024-01-12 09:30:00
549,16,39025,Delhi,Tablet,2024-01-12 10:00:00
550,200,1190,Mumbai,Laptop,2024-01-12 10:30:00
551,102,24892,Bangalore,Mobile,2024-01-12 11:00:00
552,152,26471,Delhi,Tablet,2024-01-12 11:30:00
553,156,1758,New York,Tablet,2024-01-12 12:00:00
554,117,3680,Delhi,Mobile,2024-01-12 12:30:00
555,8,19645,New York,Tablet,2024-01-12 13:00:00
556,122,76071,Delhi,Laptop,2024-01-12 13:30:00
557,92,28358,Bangalore,Tablet,2024-01-12 14:00:00
558,164,44839,Bangalore,Laptop,2024-01-12 14:30:00
559,90,55740,Delhi,Laptop,2024-01-12 15:00:00
560,136,26136,Mumbai,Mobile,2024-01-12 15:30:00
561,186,16909,Bangalore,Tablet,2024-01-12 16:00:00
562,60,7734,New York,Laptop,2024-01-12 16:30:00
563,178,1257,New York,Laptop,2024-01-12 17:00:00
564,28,46149,London,Tablet,2024-01-12 17:30:00
565,101,67546,New York,Laptop,2024-01-12 18:00:00
566,41,66143,London,Tablet,2024-01-12 18:30:00
567,192,29739,Delhi,Mobile,2024-01-12 19:00:00
568,155,48701,Delhi,Laptop,2024-01-12 19:30:00
569,191,13943,Delhi,Laptop,2024-01-12 20:00:00
570,145,66468,Mumbai,Tablet,2024-01-12 20:30:00
571,161,60061,Mumbai,Tablet,2024-01-12 21:00:00
572,157,38685,London,Tablet,2024-01-12 21:30:00
573,141,56165,New York,Tablet,2024-01-12 22:00:00
574,46,78455,New York,Laptop,2024-01-12 22:30:00
575,35,72752,Delhi,Mobile,2024-01-12 23:00:00
576,134,78568,Bangalore,Mobile,2024-01-12 23:30:00
577,82,72855,Mumbai,Mobile,2024-01-13 00:00:00
578,115,59004,Mumbai,Mobile,2024-01-13 00:30:00
579,197,28114,Delhi,Tablet,2024-01-13 01:00:00
580,47,79113,Mumbai,Laptop,2024-01-13 01:30:00
581,153,2504,Delhi,Laptop,2024-01-13 02:00:00
582,194,20928,London,Laptop,2024-01-13 02:30:00
583,10,51148,New York,Tablet,2024-01-13 03:00:00
584,56,62204,Bangalore,Laptop,2024-01-13 03:30:00
585,30,13041,New York,Tablet,2024-01-13 04:00:00
586,109,68394,New York,Laptop,2024-01-13 04:30:00
587,5,36643,London,Mobile,2024-01-13 05:00:00
588,119,36354,Mumbai,Tablet,2024-01-13 05:30:00
589,33,30436,Bangalore,Laptop,2024-01-13 06:00:00
590,118,55270,Mumbai,Mobile,2024-01-13 06:30:00
591,65,69388,New York,Mobile,2024-01-13 07:00:00
592,146,21133,Delhi,Mobile,2024-01-13 07:30:00
593,177,18404,New York,Tablet,2024-01-13 08:00:00
594,11,22240,Mumbai,Tablet,2024-01-13 08:30:00
595,85,6192,New York,Laptop,2024-01-13 09:00:00
596,26,28448,Delhi,Mobile,2024-01-13 09:30:00
597,63,52021,London,Laptop,2024-01-13 10:00:00
598,86,41912,Mumbai,Laptop,2024-01-13 10:30:00
599,59,53460,New York,Mobile,2024-01-13 11:00:00
600,27,19553,Mumbai,Laptop,2024-01-13 11:30:00
601,177,48506,London,Tablet,2024-01-13 12:00:00
602,161,8066,New York,Laptop,2024-01-13 12:30:00
603,98,2434,New York,Mobile,2024-01-13 13:00:00
604,105,62370,Mumbai,Tablet,2024-01-13 13:30:00
605,99,15122,Mumbai,Tablet,2024-01-13 14:00:00
606,129,40560,Delhi,Laptop,2024-01-13 14:30:00
607,149,48983,London,Laptop,2024-01-13 15:00:00
608,55,21876,Delhi,Tablet,2024-01-13 15:30:00
609,6,68076,New York,Laptop,2024-01-13 16:00:00
610,197,25568,Mumbai,Mobile,2024-01-13 16:30:00
611,95,24095,New York,Laptop,2024-01-13 17:00:00
612,133,50926,New York,Laptop,2024-01-13 17:30:00
613,102,51969,Bangalore,Tablet,2024-01-13 18:00:00
614,3,27153,Bangalore,Laptop,2024-01-13 18:30:00
615,181,36238,New York,Laptop,2024-01-13 19:00:00
616,23,5895,Mumbai,Laptop,2024-01-13 19:30:00
617,53,36724,New York,Mobile,2024-01-13 20:00:00
618,165,19387,Bangalore,Laptop,2024-01-13 20:30:00
619,83,22363,Mumbai,Mobile,2024-01-13 21:00:00
620,145,26993,New York,Mobile,2024-01-13 21:30:00
621,85,77999,London,Mobile,2024-01-13 22:00:00
622,78,326,London,Mobile,2024-01-13 22:30:00
623,110,51201,New York,Tablet,2024-01-13 23:00:00
624,1,17661,Mumbai,Mobile,2024-01-13 23:30:00
625,51,11994,New York,Laptop,2024-01-14 00:00:00
626,173,52937,New York,Mobile,2024-01-14 00:30:00
627,4,49897,Bangalore,Laptop,2024-01-14 01:00:00
628,190,58703,London,Mobile,2024-01-14 01:30:00
629,193,56672,Bangalore,Tablet,2024-01-14 02:00:00
630,113,27860,Bangalore,Mobile,2024-01-14 02:30:00
631,32,77892,New York,Mobile,2024-01-14 03:00:00
632,34,10553,Bangalore,Tablet,2024-01-14 03:30:00
633,92,37026,London,Mobile,2024-01-14 04:00:00
634,95,11640,Bangalore,Laptop,2024-01-14 04:30:00
635,72,10936,London,Mobile,2024-01-14 05:00:00
636,39,12916,Bangalore,Mobile,2024-01-14 05:30:00
637,154,66674,London,Mobile,2024-01-14 06:00:00
638,162,68949,Bangalore,Tablet,2024-01-14 06:30:00
639,182,32842,Bangalore,Mobile,2024-01-14 07:00:00
640,118,9814,Mumbai,Mobile,2024-01-14 07:30:00
641,3,42777,London,Laptop,2024-01-14 08:00:00
642,123,78521,London,Mobile,2024-01-14 08:30:00
643,50,8118,London,Mobile,2024-01-14 09:00:00
644,12,7345,Delhi,Mobile,2024-01-14 09:30:00
645,193,41210,Bangalore,Mobile,2024-01-14 10:00:00
646,54,11440,London,Laptop,2024-01-14 10:30:00
647,133,20181,Delhi,Laptop,2024-01-14 11:00:00
648,57,76019,Mumbai,Tablet,2024-01-14 11:30:00
649,145,15088,London,Mobile,2024-01-14 12:00:00
650,112,52377,London,Tablet,2024-01-14 12:30:00
651,47,77114,Delhi,Tablet,2024-01-14 13:00:00
652,151,21331,Bangalore,Mobile,2024-01-14 13:30:00
653,85,54239,Mumbai,Laptop,2024-01-14 14:00:00
654,142,48561,London,Laptop,2024-01-14 14:30:00
655,66,8655,Bangalore,Mobile,2024-01-14 15:00:00
656,75,1431,Mumbai,Mobile,2024-01-14 15:30:00
657,179,66684,New York,Laptop,2024-01-14 16:00:00
658,103,19860,New York,Mobile,2024-01-14 16:30:00
659,166,24372,Mumbai,Mobile,2024-01-14 17:00:00
660,192,41919,Delhi,Mobile,2024-01-14 17:30:00
661,38,33005,Mumbai,Laptop,2024-01-14 18:00:00
662,50,61438,Mumbai,Tablet,2024-01-14 18:30:00
663,98,10257,Delhi,Tablet,2024-01-14 19:00:00
664,82,67678,Delhi,Mobile,2024-01-14 19:30:00
665,30,28270,Bangalore,Laptop,2024-01-14 20:00:00
666,79,74135,Bangalore,Mobile,2024-01-14 20:30:00
667,91,22081,Delhi,Laptop,2024-01-14 21:00:00
668,179,70771,New York,Mobile,2024-01-14 21:30:00
669,191,71362,New York,Laptop,2024-01-14 22:00:00
670,52,59816,Mumbai,Laptop,2024-01-14 22:30:00
671,166,12499,London,Tablet,2024-01-14 23:00:00
672,79,56749,Mumbai,Mobile,2024-01-14 23:30:00
673,30,46142,Mumbai,Tablet,2024-01-15 00:00:00
674,106,63721,London,Tablet,2024-01-15 00:30:00
675,51,10400,Delhi,Laptop,2024-01-15 01:00:00
676,81,68537,New York,Mobile,2024-01-15 01:30:00
677,133,17672,Mumbai,Laptop,2024-01-15 02:00:00
678,29,70313,London,Laptop,2024-01-15 02:30:00
679,132,53167,Bangalore,Laptop,2024-01-15 03:00:00
680,138,58444,Mumbai,Mobile,2024-01-15 03:30:00
681,184,23832,New York,Mobile,2024-01-15 04:00:00
682,145,28504,Delhi,Laptop,2024-01-15 04:30:00
683,74,67954,Mumbai,Mobile,2024-01-15 05:00:00
684,17,15642,Mumbai,Laptop,2024-01-15 05:30:00
685,84,22223,London,Mobile,2024-01-15 06:00:00
686,69,33254,Bangalore,Mobile,2024-01-15 06:30:00
687,34,35646,Bangalore,Tablet,2024-01-15 07:00:00
688,6,34374,Delhi,Laptop,2024-01-15 07:30:00
689,53,61252,New York,Tablet,2024-01-15 08:00:00
690,194,30800,Delhi,Tablet,2024-01-15 08:30:00
691,126,76162,Mumbai,Laptop,2024-01-15 09:00:00
692,43,16616,Mumbai,Laptop,2024-01-15 09:30:00
693,115,7240,Bangalore,Mobile,2024-01-15 10:00:00
694,111,38383,New York,Laptop,2024-01-15 10:30:00
695,151,1639,London,Tablet,2024-01-15 11:00:00
696,183,25285,New York,Tablet,2024-01-15 11:30:00
697,80,209,Mumbai,Laptop,2024-01-15 12:00:00
698,95,12195,London,Tablet,2024-01-15 12:30:00
699,118,31971,New York,Mobile,2024-01-15 13:00:00
700,144,16287,New York,Tablet,2024-01-15 13:30:00
701,8,8294,London,Mobile,2024-01-15 14:00:00
702,132,14793,Mumbai,Tablet,2024-01-15 14:30:00
703,104,46151,New York,Mobile,2024-01-15 15:00:00
704,132,56428,London,Mobile,2024-01-15 15:30:00
705,184,71176,Mumbai,Laptop,2024-01-15 16:00:00
706,25,56121,London,Mobile,2024-01-15 16:30:00
707,195,71171,London,Laptop,2024-01-15 17:00:00
708,96,74813,New York,Tablet,2024-01-15 17:30:00
709,195,12287,Mumbai,Tablet,2024-01-15 18:00:00
710,155,15699,New York,Tablet,2024-01-15 18:30:00
711,93,37763,Delhi,Mobile,2024-01-15 19:00:00
712,160,73513,Delhi,Tablet,2024-01-15 19:30:00
713,178,45459,Mumbai,Tablet,2024-01-15 20:00:00
714,61,48816,London,Laptop,2024-01-15 20:30:00
715,122,46204,New York,Laptop,2024-01-15 21:00:00
716,51,7066,New York,Tablet,2024-01-15 21:30:00
717,147,79613,Mumbai,Tablet,2024-01-15 22:00:00
718,21,48738,Mumbai,Mobile,2024-01-15 22:30:00
719,5,54288,Delhi,Mobile,2024-01-15 23:00:00
720,92,58658,Bangalore,Tablet,2024-01-15 23:30:00
721,170,31947,Mumbai,Laptop,2024-01-16 00:00:00
722,61,51011,Bangalore,Tablet,2024-01-16 00:30:00
723,22,68753,Mumbai,Mobile,2024-01-16 01:00:00
724,149,44807,London,Laptop,2024-01-16 01:30:00
725,70,26967,London,Laptop,2024-01-16 02:00:00
726,1,22786,Delhi,Mobile,2024-01-16 02:30:00
727,133,28040,Delhi,Tablet,2024-01-16 03:00:00
728,12,62601,Bangalore,Tablet,2024-01-16 03:30:00
729,90,58211,Mumbai,Tablet,2024-01-16 04:00:00
730,46,79673,New York,Mobile,2024-01-16 04:30:00
731,34,22490,Delhi,Laptop,2024-01-16 05:00:00
732,177,35255,New York,Mobile,2024-01-16 05:30:00
733,78,55153,New York,Tablet,2024-01-16 06:00:00
734,45,70862,Mumbai,Mobile,2024-01-16 06:30:00
735,155,41677,Bangalore,Laptop,2024-01-16 07:00:00
736,73,19058,Mumbai,Mobile,2024-01-16 07:30:00
737,26,71324,Delhi,Tablet,2024-01-16 08:00:00
738,47,32452,New York,Laptop,2024-01-16 08:30:00
739,121,53434,Mumbai,Mobile,2024-01-16 09:00:00
740,56,5843,Mumbai,Mobile,2024-01-16 09:30:00
741,94,5621,Mumbai,Laptop,2024-01-16 10:00:00
742,107,16259,Delhi,Laptop,2024-01-16 10:30:00
743,63,43198,Bangalore,Tablet,2024-01-16 11:00:00
744,48,2274,Mumbai,Laptop,2024-01-16 11:30:00
745,61,48745,Delhi,Tablet,2024-01-16 12:00:00
746,81,32491,New York,Mobile,2024-01-16 12:30:00
747,26,39179,London,Tablet,2024-01-16 13:00:00
748,36,62418,Delhi,Mobile,2024-01-16 13:30:00
749,1,44810,London,Laptop,2024-01-16 14:00:00
750,8,23528,Mumbai,Mobile,2024-01-16 14:30:00
751,113,71904,Mumbai,Laptop,2024-01-16 15:00:00
752,99,12230,Delhi,Mobile,2024-01-16 15:30:00
753,180,15422,London,Mobile,2024-01-16 16:00:00
754,47,29846,Mumbai,Mobile,2024-01-16 16:30:00
755,127,58322,New York,Mobile,2024-01-16 17:00:00
756,56,54090,Bangalore,Tablet,2024-01-16 17:30:00
757,14,75407,Bangalore,Mobile,2024-01-16 18:00:00
758,28,71418,Mumbai,Tablet,2024-01-16 18:30:00
759,78,78406,London,Laptop,2024-01-16 19:00:00
760,130,16261,Mumbai,Laptop,2024-01-16 19:30:00
761,109,5892,London,Tablet,2024-01-16 20:00:00
762,154,63165,New York,Laptop,2024-01-16 20:30:00
763,14,66902,London,Laptop,2024-01-16 21:00:00
764,187,46018,Mumbai,Mobile,2024-01-16 21:30:00
765,56,17558,New York,Mobile,2024-01-16 22:00:00
766,115,22055,Delhi,Mobile,2024-01-16 22:30:00
767,7,54625,Bangalore,Tablet,2024-01-16 23:00:00
768,3,19021,Mumbai,Tablet,2024-01-16 23:30:00
769,111,25649,Mumbai,Laptop,2024-01-17 00:00:00
770,151,66964,Mumbai,Mobile,2024-01-17 00:30:00
771,107,67105,New York,Tablet,2024-01-17 01:00:00
772,18,5405,Delhi,Tablet,2024-01-17 01:30:00
773,38,54170,London,Mobile,2024-01-17 02:00:00
774,115,74669,Delhi,Tablet,2024-01-17 02:30:00
775,15,38392,New York,Mobile,2024-01-17 03:00:00
776,192,78910,Mumbai,Laptop,2024-01-17 03:30:00
777,119,2307,Bangalore,Laptop,2024-01-17 04:00:00
778,28,27414,Mumbai,Laptop,2024-01-17 04:30:00
779,39,25022,London,Mobile,2024-01-17 05:00:00
780,185,26704,Bangalore,Tablet,2024-01-17 05:30:00
781,17,29370,Mumbai,Laptop,2024-01-17 06:00:00
782,86,20858,Bangalore,Laptop,2024-01-17 06:30:00
783,126,52439,Delhi,Laptop,2024-01-17 07:00:00
784,44,34823,New York,Tablet,2024-01-17 07:30:00
785,25,51218,Mumbai,Tablet,2024-01-17 08:00:00
786,145,27797,London,Mobile,2024-01-17 08:30:00
787,13,76446,Delhi,Laptop,2024-01-17 09:00:00
788,25,57555,Mumbai,Tablet,2024-01-17 09:30:00
789,68,18185,Delhi,Mobile,2024-01-17 10:00:00
790,138,47427,London,Laptop,2024-01-17 10:30:00
791,67,23604,Mumbai,Tablet,2024-01-17 11:00:00
792,109,62541,London,Tablet,2024-01-17 11:30:00
793,146,55671,Bangalore,Mobile,2024-01-17 12:00:00
794,111,58333,London,Laptop,2024-01-17 12:30:00
795,111,16973,Bangalore,Laptop,2024-01-17 13:00:00
796,34,47641,Mumbai,Tablet,2024-01-17 13:30:00
797,111,62311,Bangalore,Laptop,2024-01-17 14:00:00
798,8,54386,Mumbai,Mobile,2024-01-17 14:30:00
799,168,74133,Mumbai,Tablet,2024-01-17 15:00:00
800,113,60998,New York,Tablet,2024-01-17 15:30:00
801,83,33052,Mumbai,Mobile,2024-01-17 16:00:00
802,42,73066,Bangalore,Tablet,2024-01-17 16:30:00
803,169,26722,New York,Laptop,2024-01-17 17:00:00
804,101,4263,New York,Laptop,2024-01-17 17:30:00
805,6,10343,Mumbai,Tablet,2024-01-17 18:00:00
806,180,55910,London,Mobile,2024-01-17 18:30:00
807,26,62557,London,Mobile,2024-01-17 19:00:00
808,64,57184,New York,Laptop,2024-01-17 19:30:00
809,187,2150,Mumbai,Mobile,2024-01-17 20:00:00
810,184,62047,London,Tablet,2024-01-17 20:30:00
811,59,28222,Mumbai,Tablet,2024-01-17 21:00:00
812,109,20182,Mumbai,Laptop,2024-01-17 21:30:00
813,198,18249,New York,Laptop,2024-01-17 22:00:00
814,121,36659,New York,Laptop,2024-01-17 22:30:00
815,33,43015,Delhi,Mobile,2024-01-17 23:00:00
816,181,8066,London,Tablet,2024-01-17 23:30:00
817,150,39829,London,Tablet,2024-01-18 00:00:00
818,21,31931,London,Tablet,2024-01-18 00:30:00
819,198,24522,Bangalore,Laptop,2024-01-18 01:00:00
820,70,51863,Mumbai,Tablet,2024-01-18 01:30:00
821,112,36071,New York,Mobile,2024-01-18 02:00:00
822,4,54181,London,Mobile,2024-01-18 02:30:00
823,94,24137,Delhi,Tablet,2024-01-18 03:00:00
824,75,12878,London,Laptop,2024-01-18 03:30:00
825,190,61660,Mumbai,Tablet,2024-01-18 04:00:00
826,62,1451,Mumbai,Mobile,2024-01-18 04:30:00
827,94,15243,New York,Mobile,2024-01-18 05:00:00
828,95,44914,Bangalore,Mobile,2024-01-18 05:30:00
829,152,20357,New York,Tablet,2024-01-18 06:00:00
830,55,19661,London,Mobile,2024-01-18 06:30:00
831,137,43841,Delhi,Laptop,2024-01-18 07:00:00
832,131,12000,New York,Tablet,2024-01-18 07:30:00
833,31,76290,Bangalore,Tablet,2024-01-18 08:00:00
834,40,77453,New York,Mobile,2024-01-18 08:30:00
835,36,2795,Mumbai,Mobile,2024-01-18 09:00:00
836,152,55293,London,Laptop,2024-01-18 09:30:00
837,6,3916,London,Tablet,2024-01-18 10:00:00
838,66,32295,London,Mobile,2024-01-18 10:30:00
839,75,44774,London,Laptop,2024-01-18 11:00:00
840,4,71404,London,Mobile,2024-01-18 11:30:00
841,79,51424,London,Tablet,2024-01-18 12:00:00
842,134,30166,Delhi,Mobile,2024-01-18 12:30:00
843,118,20497,Bangalore,Tablet,2024-01-18 13:00:00
844,113,30481,London,Mobile,2024-01-18 13:30:00
845,94,17958,Bangalore,Tablet,2024-01-18 14:00:00
846,179,29386,London,Laptop,2024-01-18 14:30:00
847,62,41042,New York,Tablet,2024-01-18 15:00:00
848,185,55400,London,Laptop,2024-01-18 15:30:00
849,194,69611,Mumbai,Tablet,2024-01-18 16:00:00
850,79,52005,Delhi,Laptop,2024-01-18 16:30:00
851,136,61290,New York,Mobile,2024-01-18 17:00:00
852,26,20143,New York,Tablet,2024-01-18 17:30:00
853,179,6205,Mumbai,Mobile,2024-01-18 18:00:00
854,173,46657,London,Laptop,2024-01-18 18:30:00
855,44,33537,Delhi,Tablet,2024-01-18 19:00:00
856,133,55718,New York,Tablet,2024-01-18 19:30:00
857,70,21013,Delhi,Mobile,2024-01-18 20:00:00
858,154,50174,New York,Tablet,2024-01-18 20:30:00
859,118,52920,London,Tablet,2024-01-18 21:00:00
860,68,56597,New York,Mobile,2024-01-18 21:30:00
861,19,64160,New York,Tablet,2024-01-18 22:00:00
862,20,53604,Bangalore,Mobile,2024-01-18 22:30:00
863,113,20986,London,Mobile,2024-01-18 23:00:00
864,140,4476,Mumbai,Mobile,2024-01-18 23:30:00
865,47,27656,Mumbai,Mobile,2024-01-19 00:00:00
866,1,47882,London,Mobile,2024-01-19 00:30:00
867,90,28201,Mumbai,Laptop,2024-01-19 01:00:00
868,142,79353,London,Laptop,2024-01-19 01:30:00
869,64,11358,Mumbai,Mobile,2024-01-19 02:00:00
870,38,62572,Bangalore,Laptop,2024-01-19 02:30:00
871,37,45721,Mumbai,Laptop,2024-01-19 03:00:00
872,126,2254,New York,Tablet,2024-01-19 03:30:00
873,139,31181,London,Mobile,2024-01-19 04:00:00
874,100,52478,Delhi,Laptop,2024-01-19 04:30:00
875,77,33920,Delhi,Tablet,2024-01-19 05:00:00
876,3,49117,London,Tablet,2024-01-19 05:30:00
877,161,58635,Bangalore,Mobile,2024-01-19 06:00:00
878,134,21657,Mumbai,Mobile,2024-01-19 06:30:00
879,178,25018,Bangalore,Tablet,2024-01-19 07:00:00
880,10,11958,Delhi,Mobile,2024-01-19 07:30:00
881,5,26473,London,Mobile,2024-01-19 08:00:00
882,151,74757,London,Tablet,2024-01-19 08:30:00
883,138,78307,Bangalore,Tablet,2024-01-19 09:00:00
884,172,61265,Bangalore,Mobile,2024-01-19 09:30:00
885,130,55885,Mumbai,Laptop,2024-01-19 10:00:00
886,13,49479,New York,Mobile,2024-01-19 10:30:00
887,168,38508,New York,Laptop,2024-01-19 11:00:00
888,130,46219,Mumbai,Tablet,2024-01-19 11:30:00
889,84,7709,New York,Laptop,2024-01-19 12:00:00
890,65,60664,Delhi,Tablet,2024-01-19 12:30:00
891,63,77290,New York,Mobile,2024-01-19 13:00:00
892,101,32843,Mumbai,Mobile,2024-01-19 13:30:00
893,73,46523,New York,Tablet,2024-01-19 14:00:00
894,17,55801,London,Tablet,2024-01-19 14:30:00
895,9,78965,Bangalore,Tablet,2024-01-19 15:00:00
896,143,54304,Delhi,Mobile,2024-01-19 15:30:00
897,152,7056,London,Mobile,2024-01-19 16:00:00
898,38,74268,London,Laptop,2024-01-19 16:30:00
899,163,65394,Mumbai,Tablet,2024-01-19 17:00:00
900,94,33890,Bangalore,Laptop,2024-01-19 17:30:00
901,95,32480,Bangalore,Mobile,2024-01-19 18:00:00
902,49,23141,Delhi,Laptop,2024-01-19 18:30:00
903,69,33033,Mumbai,Laptop,2024-01-19 19:00:00
904,62,24039,Delhi,Mobile,2024-01-19 19:30:00
905,188,75501,New York,Mobile,2024-01-19 20:00:00
906,178,19040,London,Tablet,2024-01-19 20:30:00
907,78,36131,Delhi,Laptop,2024-01-19 21:00:00
908,117,11083,London,Mobile,2024-01-19 21:30:00
909,120,16291,Mumbai,Mobile,2024-01-19 22:00:00
910,137,5989,New York,Laptop,2024-01-19 22:30:00
911,162,47612,Mumbai,Mobile,2024-01-19 23:00:00
912,76,35113,New York,Tablet,2024-01-19 23:30:00
913,35,76771,New York,Tablet,2024-01-20 00:00:00
914,1,27095,London,Laptop,2024-01-20 00:30:00
915,40,44819,Mumbai,Tablet,2024-01-20 01:00:00
916,64,47168,Mumbai,Mobile,2024-01-20 01:30:00
917,150,21675,Delhi,Mobile,2024-01-20 02:00:00
918,60,27126,Mumbai,Mobile,2024-01-20 02:30:00
919,64,64855,Delhi,Mobile,2024-01-20 03:00:00
920,93,44655,Bangalore,Laptop,2024-01-20 03:30:00
921,72,39171,Bangalore,Tablet,2024-01-20 04:00:00
922,11,65151,Bangalore,Tablet,2024-01-20 04:30:00
923,105,31483,Mumbai,Mobile,2024-01-20 05:00:00
924,14,43359,Mumbai,Laptop,2024-01-20 05:30:00
925,60,67518,Delhi,Mobile,2024-01-20 06:00:00
926,30,44304,New York,Mobile,2024-01-20 06:30:00
927,35,67343,Delhi,Laptop,2024-01-20 07:00:00
928,165,37903,Bangalore,Laptop,2024-01-20 07:30:00
929,5,38455,Delhi,Mobile,2024-01-20 08:00:00
930,83,66702,New York,Tablet,2024-01-20 08:30:00
931,123,43577,Mumbai,Mobile,2024-01-20 09:00:00
932,78,77277,Delhi,Tablet,2024-01-20 09:30:00
933,154,542,Bangalore,Tablet,2024-01-20 10:00:00
934,62,8861,Bangalore,Laptop,2024-01-20 10:30:00
935,132,24322,Mumbai,Laptop,2024-01-20 11:00:00
936,89,72060,Delhi,Mobile,2024-01-20 11:30:00
937,42,47203,New York,Tablet,2024-01-20 12:00:00
938,89,54160,Mumbai,Tablet,2024-01-20 12:30:00
939,146,14029,Delhi,Mobile,2024-01-20 13:00:00
940,40,28378,London,Mobile,2024-01-20 13:30:00
941,72,12917,Bangalore,Mobile,2024-01-20 14:00:00
942,39,59284,New York,Laptop,2024-01-20 14:30:00
943,104,25901,New York,Mobile,2024-01-20 15:00:00
944,14,31329,New York,Mobile,2024-01-20 15:30:00
945,32,73452,Bangalore,Tablet,2024-01-20 16:00:00
946,179,15499,Delhi,Mobile,2024-01-20 16:30:00
947,125,76271,Mumbai,Tablet,2024-01-20 17:00:00
948,166,5501,Delhi,Tablet,2024-01-20 17:30:00
